Building ID,Building Name,Building Address,Building Phone,Location ID,Floor,Suite,Node ID,Node Type,Node Description,Node Coordinates,From Edges,To Edges,Department ID,Department Name,Department Phone,Department Description,Services
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3493,1,Check Out,3365,Elevator,,"42.09263875388652, -71.26673002067855","3363,3363,3363,3363,3363,3363,3363,3395,3363,3363,3363,3363,3194,3363","3363,3363,3194,3363,3363,3363,3363,3395,3363,3363,3363,3363",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3494,1,,3366,Intermediary,,"42.09249007912983, -71.26694046807475",,"3385,3393",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3495,1,,3372,Intermediary,,"42.09272288592233, -71.26716237696661",3388,3375,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3496,1,,3373,Intermediary,,"42.09256583360562, -71.2673378753643","3376,3379",,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3497,1,,3374,Intermediary,,"42.09238873918105, -71.26698199204381",3377,3376,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3498,1,,3375,Intermediary,,"42.09264583456454, -71.26725080347595",3372,3393,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3499,1,,3376,Intermediary,,"42.09248194683455, -71.26716453925292","3374,3378","3393,3373",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3500,1,,3377,Intermediary,,"42.09231996496015, -71.2670598676881",3378,3374,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3501,1,,3378,Intermediary,,"42.09241317271471, -71.26724408964225",3379,"3377,3376",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3502,1,,3379,Intermediary,,"42.09249705957685, -71.26741441119859",,"3378,3373",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3503,1,22 Patriot Dropoff,3380,Intermediary,,"42.09251508057686, -71.26652252712115","3384,3384","3364,3364",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3508,1,,3361,Intermediary,120/122parking entrance 2,"42.092439, -71.266355","3382,3382","3384,3384",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3515,1,,3391,Intermediary,,"42.09263700940752, -71.26685704506876",,3392,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3504,1,,3381,Intermediary,,"42.09255589279577, -71.26675501990614","3362,3362","3389,3363,3363,3389",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3509,1,,3385,Intermediary,,"42.09254538226577, -71.26686594192057",3366,3362,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3517,1,,3393,Intermediary,,"42.09255656716367, -71.26707411271394","3375,3376,3366",3388,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3520,4,,3424,Intermediary,,"42.09250326293846, -71.26742551800669",3422,3425,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3522,4,,3426,Intermediary,,"42.09238804700649, -71.26697691733935",3425,3423,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3524,4,,3396,Location,4phlebotomy,"42.09255397534334, -71.26669937922142",3403,3398,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3525,4,,3397,Staircase,4middle stairs,"42.09257301910531, -71.26683070897907","3400,3389",3389,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3526,4,,3401,Intermediary,,"42.09268856901657, -71.26663302431417","3402,3403,3399",,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3527,4,,3399,Intermediary,,"42.09263038358494, -71.26670370840102",3398,"3395,3401",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3530,4,,3400,Intermediary,,"42.09256615662735, -71.26678737528546",3404,"3397,3398",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3532,4,,3405,Intermediary,,"42.09254647489037, -71.26696448069464",3406,"3404,3402",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3533,4,,3406,Intermediary,,"42.09259839170223, -71.26707483443094",3421,"3405,3408",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3535,4,,3408,Intermediary,,"42.09265622219466, -71.26701377402142","3419,3406",3407,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3538,4,,3411,Intermediary,,"42.09280881224411, -71.26676133310153",3402,3412,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3539,4,,3412,Intermediary,,"42.09283129160069, -71.26680316654377","3409,3411",3410,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3542,4,,3415,Intermediary,,"42.09301470756483, -71.26682239673711",3414,3416,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3546,4,,3419,Intermediary,,"42.09272765965473, -71.2671628473705","3420,3418","3420,3408",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3549,4,,3422,Intermediary,,"42.09257776626739, -71.26733593673477",3420,"3424,3423",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3505,1,22 Patriot Parking,3382,Intermediary,,"42.09236544687423, -71.26642199378597",,"3361,3361",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3510,1,,3386,Intermediary,1entrance,"42.09261816935355, -71.26661233246953","3363,3363","3364,3383,3383,3364",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3512,1,,3388,Intermediary,,"42.09263137775649, -71.2669864411389",3393,"3390,3372",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3513,1,,3389,Staircase,,"42.09257939072803, -71.26683168420415","3397,3381,3381",3397,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3518,1,,3394,Intermediary,,"42.09284810504293, -71.26674465532533",3367,"3387,3369",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3521,4,,3425,Intermediary,,"42.09231846753364, -71.26705409282759",3424,3426,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3523,4,,3398,Intermediary,,"42.09258949243269, -71.26674958096139","3396,3400",3399,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3534,4,,3407,Intermediary,,"42.09271798701266, -71.26694020486929","3408,3418",3409,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3543,4,,3416,Intermediary,,"42.09293549478772, -71.26692121021274","3415,3410",3417,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3547,4,,3421,Intermediary,,"42.09257672672296, -71.2671082709059","3423,3423","3406,3420",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3506,1,,3383,Intermediary,,"42.09273521890054, -71.26667552042552","3392,3386,3386",,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3511,1,,3387,Intermediary,,"42.09277122785984, -71.26681936330542",3394,"3390,3392,3370",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3528,4,,3402,Intermediary,,"42.09273417009003, -71.26673342454171","3409,3405","3401,3411",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3531,4,,3404,Intermediary,,"42.09249355854285, -71.26687848629723",3405,3400,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3536,4,,3410,Intermediary,,"42.09286246714336, -71.26677300037628",3412,"3416,3413",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3540,4,,3413,Intermediary,,"42.09290605758187, -71.26673945111895",3410,3414,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3545,4,,3418,Intermediary,,"42.09279574362352, -71.26708817419316",3417,"3419,3407",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3550,4,,3423,Intermediary,,"42.09250486859845, -71.26719312601348","3426,3422","3421,3421",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3507,1,,3384,Intermediary,120/122parking entrance 1,"42.092481, -71.266441","3361,3361","3380,3380",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3514,1,,3390,Intermediary,,"42.09270660419602, -71.26690142581228","3387,3388",3371,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3516,1,,3392,Intermediary,,"42.0927339449849, -71.26673813817108","3387,3391",3383,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3519,4,,3395,Elevator,422elevator,"42.09263395886092, -71.26673631039162","3365,3194,3363,3399","3363,3365,3194",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3529,4,,3403,Intermediary,,"42.09262610178981, -71.26662220531531",,"3396,3401",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3537,4,,3409,Intermediary,,"42.09278777266815, -71.26685707854958","3407,3417","3412,3402",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3541,4,,3414,Intermediary,,"42.09299897205685, -71.26678359262722",3413,3415,,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3544,4,,3417,Intermediary,,"42.09286720958193, -71.26700557070455",3416,"3418,3409",,,,,
3,22 Patriot Place,"22 Patriot Pl, Foxboro, MA 02035",(866) 378-9164,3548,4,,3420,Intermediary,,"42.09265058770627, -71.26725324542117","3419,3421","3419,3422",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3415,1,Faulkner Drop Off,3296,Entrance,,"42.30118405913063, -71.12763594431938","3308,3308","3337,3337",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3416,1,,3359,Intermediary,,"42.30166998572934, -71.12874499808333",3358,3360,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3417,1,,3358,Intermediary,,"42.30162635345212, -71.12864538613552","3357,3349",3359,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3419,1,,3291,Elevator,,"42.30143703633704, -71.1279332238837","3295,3295",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3420,1,Blood Draw Check In,3294,Location,,"42.30157393190769, -71.12803673796657","3311,3311",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3421,1,,3292,Intermediary,,"42.3016986278954, -71.12805371072987","3320,3320","3321,3305,3321",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3425,1,,3298,Intermediary,,"42.30110076491199, -71.12754564973937","3307,3307","3345,3345",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3424,1,,3297,Staircase,,"42.30136229569211, -71.1280148439967",,"3295,3295",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3428,1,,3301,Intermediary,,"42.30179665732296, -71.12813918478648",3305,"3303,3333",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3429,1,,3303,Intermediary,,"42.3018458686654, -71.12824053751149",3301,3304,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3431,1,,3304,Intermediary,,"42.30164821086458, -71.12842306472679","3303,3339,3334",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3435,1,,3306,Intermediary,,"42.30161914240919, -71.12732574050283","3330,3330","3336,3336",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3443,1,,3316,Intermediary,,"42.30149863692519, -71.12840967514927",3343,"3339,3349",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3444,1,,3317,Intermediary,,"42.301011099565, -71.12849556644278",3312,3344,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3448,1,Audiology Check in,3321,Location,,"42.30167850550676, -71.12808091742019","3292,3292",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3452,1,,3325,Intermediary,,"42.30105962365533, -71.12885988242587",3346,"3322,3347",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3453,1,Dialysis Check In,3326,Location,,"42.30171496334185, -71.12709383571823","3336,3336",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3457,1,,3330,Intermediary,,"42.30161278594374, -71.1274319546595","3293,3293","3306,3306",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3461,1,,3334,Intermediary,,"42.30173819344466, -71.12861068335691",,"3335,3304",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3464,1,,3336,Intermediary,,"42.30173700213575, -71.1272000714296","3306,3306","3326,3326",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3465,1,,3338,Intermediary,,"42.30152519185538, -71.12819492649255","3290,3290","3328,3328",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3466,1,Pre-Admission Screening Check In,3340,Location,,"42.30145620059063, -71.1281612419987",,"3290,3290",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3467,1,,3339,Intermediary,,"42.30159970248178, -71.12831653354323","3305,3316",3304,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3468,1,,3341,Intermediary,,"42.30129126584779, -71.12838073050659",,"3312,3342",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3469,1,,3342,Intermediary,,"42.30135349581094, -71.12831419360965","3331,3341",3314,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3470,1,,3343,Intermediary,,"42.30146215738311, -71.12833520796501","3314,3315",3316,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3471,1,,3344,Intermediary,,"42.30109836494189, -71.12867254689375","3322,3317",3318,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3472,1,,3345,Intermediary,,"42.30112855322626, -71.12761431428454","3298,3298","3308,3308",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3473,1,,3346,Intermediary,,"42.30099667811111, -71.12893772603553",,"3325,3350",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3474,1,,3347,Intermediary,,"42.30134027146693, -71.12861773307188",3325,"3348,3353",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3475,1,,3348,Intermediary,,"42.30147675683001, -71.12848415397363",3347,"3349,3357",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3476,1,,3349,Intermediary,,"42.30152325034956, -71.12845417367868","3316,3348",3358,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3414,1,,3290,Intermediary,,"42.30148015589961, -71.12810812412627","3340,3309,3340,3309","3338,3338",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3418,1,,3360,Intermediary,,"42.30107494621313, -71.12929198968776",3359,,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3426,1,,3299,Intermediary,,"42.30150296589072, -71.12775754936854","3313,3313",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3422,1,,3295,Intermediary,,"42.30140254066578, -71.12797209060403","3337,3337,3297,3297","3291,3291,3309,3309",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3423,1,,3293,Intermediary,,"42.30152611113132, -71.12751262869803","3323,3323","3330,3330",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3427,1,,3300,Intermediary,,"42.30178913609964, -71.12796689856262","3332,3327",3333,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3430,1,,3302,Intermediary,,"42.30193090476778, -71.12802357094726",3333,3332,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3432,1,,3305,Intermediary,,"42.30176032097496, -71.12816426706998",3292,"3339,3301",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3433,1,Faulkner Parking,3307,Entrance,,"42.30103081496291, -71.1276091320533",,"3298,3298",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3434,1,,3308,Intermediary,,"42.30115250865974, -71.1276713188126","3345,3345","3296,3296",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3436,1,,3309,Intermediary,,"42.30145811701564, -71.12806148407462","3295,3295","3315,3290,3311,3290,3311",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3437,1,,3310,Intermediary,,"42.30125913643951, -71.12783596455567","3337,3337",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3438,1,,3311,Intermediary,,"42.30155010534907, -71.12797727283997","3309,3309","3329,3294,3294,3329",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3439,1,,3312,Intermediary,,"42.30123790538906, -71.12827860410981",3341,"3331,3317",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3440,1,,3313,Intermediary,,"42.30143684924018, -71.12770831818523",,"3299,3337,3299,3337",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3441,1,,3314,Intermediary,,"42.30139784356342, -71.12840297395125","3342,3318",3343,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3442,1,,3315,Intermediary,,"42.30136851680559, -71.1281573289148","3309,3331",3343,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3445,1,,3318,Intermediary,,"42.30125993826125, -71.12853308128165","3344,3319",3314,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3446,1,,3319,Intermediary,,"42.30119270372609, -71.12840703607297",,3318,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3447,1,,3320,Intermediary,,"42.30162484577102, -71.12790342606498","3329,3329","3292,3292,3324,3324",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3449,1,,3322,Intermediary,,"42.30101956738525, -71.12875620862323",3325,3344,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3450,1,,3324,Intermediary,,"42.30169192043312, -71.1278554904391","3320,3320","3327,3327",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3451,1,,3323,Intermediary,,"42.30139252321722, -71.1276104574927","3337,3337","3293,3293",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3454,1,Emergency Check in,3327,Location,,"42.30173599802932, -71.12786715045621","3324,3324",3300,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3455,1,Cardiac Rehab Check In,3328,Location,,"42.30155393819338, -71.1281612419987","3338,3338",,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3456,1,Admission Check In,3329,Location,,"42.3015731024116, -71.1278839926993","3311,3311","3320,3320",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3458,1,,3332,Intermediary,,"42.30186438369067, -71.12788720896047",3302,3300,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3459,1,Faulkner Radiology Check In,3331,Location,,"42.30132959117713, -71.12819548487587",3312,"3315,3342",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3460,1,,3333,Intermediary,,"42.30185794616337, -71.12808256443091","3300,3301",3302,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3462,1,,3335,Elevator,,"42.3018004229662, -71.12854975566066",3334,,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3463,1,,3337,Intermediary,,"42.301277202744, -71.12773039556284","3296,3313,3313,3296","3295,3323,3323,3310,3295,3310",,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3477,1,,3350,Intermediary,,"42.3010936062963, -71.12913588280708",3346,3351,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3481,1,,3354,Intermediary,,"42.30141004427754, -71.1287503790225",3353,3355,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3478,1,,3351,Intermediary,,"42.30117438289626, -71.12906997280002","3350,3352",3356,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3482,1,,3355,Intermediary,,"42.30148228811586, -71.12869041843257",3354,3356,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3480,1,,3353,Intermediary,,"42.30139073155426, -71.12872136583383","3352,3347",3354,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3483,1,,3356,Intermediary,,"42.30151047033908, -71.12875966328626","3351,3355",3357,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3484,1,,3357,Intermediary,,"42.3015798600087, -71.12868987302485","3356,3348",3358,,,,,
4,Faulkner Hospital,"1153 Centre St, Jamaica Plain, MA 02130",(866) 378-9164,3479,1,,3352,Intermediary,,"42.30112488485103, -71.12897248855806",,"3353,3351",,,,,
